"","site","location","start_time","flux_ch4_mmol","flux_ch4_g","flux_co2_mmol","flux_co2_g","Site","trip"
"1","Catfish","C1B","2022-07-27 10:35:59.552",1.98666986314547,0.0318661846048534,81.4040874640067,3.58259388929094,"Catfish",NA
"2","Catfish","C1E","2022-07-27 10:39:39.036",0.29499951407523,0.00473179220576669,7.45899127387579,0.328270205963274,"Catfish",NA
"3","Catfish","C2A","2022-07-27 10:43:06.730",0.57962312247177,0.00929715488444719,36.592124126899,1.61041938282483,"Catfish",NA
"4","Catfish","C2C","2022-07-27 10:51:01.424",0.681658142114594,0.0109337965995181,24.8678710736206,1.09443500595004,"Catfish",NA
"5","Catfish","C2D","2022-07-27 10:57:43.842",0.430596071928717,0.00690676099373662,14.4802939995787,0.637277738921461,"Catfish",NA
"6","Catfish","C3B","2022-07-27 11:01:47.631",0.722856580331653,0.0115946195485197,21.8528679598855,0.961744718914561,"Catfish",NA
"7","Catfish","C3E","2022-07-27 11:06:30.426",0.550147149215791,0.00882436027342128,37.6540585699454,1.6571551176633,"Catfish",NA
"8","Catfish","C4A","2022-07-27 11:10:34.323",0.602267504464483,0.0096603707716103,20.6375361016101,0.908257963831859,"Catfish",NA
"9","Catfish","C4C","2022-07-27 11:17:38.029",0.880148154109201,0.0141175763919116,34.649697495077,1.52493318675834,"Catfish",NA
"10","Catfish","C4D","2022-07-27 11:24:14.726",0.718514228764464,0.011524968229382,29.0693012582954,1.27933994837758,"Catfish",NA
"11","Catfish","C5B","2022-07-27 11:31:22.634",1.45587413285165,0.0233522210909405,22.1399960847581,0.974381227690204,"Catfish",NA
"12","Catfish","C5E","2022-07-27 11:35:36.633",1.54518924638888,0.0247848355120777,17.3100520618899,0.761815391243774,"Catfish",NA
"13","Catfish","C1B","2022-07-27 12:56:50.062",2.82440573953465,0.0453034680621357,-16.9760171101659,-0.747114513018401,"Catfish",NA
"14","Catfish","C1E","2022-07-27 13:02:33.368",0.332655595540903,0.00533579575247608,-4.14913949220362,-0.182603629051881,"Catfish",NA
"15","Catfish","C2A","2022-07-27 13:06:59.856",0.50682253675355,0.00812943348952694,-43.1168457289176,-1.89757238052966,"Catfish",NA
"16","Catfish","C2C","2022-07-27 13:12:23.487",0.484645766588278,0.00777371809607598,1.81542397879794,0.0798968093068972,"Catfish",NA
"17","Catfish","C2D","2022-07-27 13:17:53.955",0.931811117640527,0.014946250326954,-1.32663771580061,-0.058385325872385,"Catfish",NA
"18","Catfish","C3B","2022-07-27 13:23:08.761",0.366523267106703,0.00587903320439151,-1.91891405292287,-0.0844514074691356,"Catfish",NA
"19","Catfish","C3E","2022-07-27 13:27:28.559",0.378520381323284,0.00607146691642547,2.64915632175174,0.116589369720294,"Catfish",NA
"20","Catfish","C4A","2022-07-27 13:30:58.276",0.505652777300154,0.00811067054789448,-11.0685237080437,-0.487125728391001,"Catfish",NA
"21","Catfish","C4C","2022-07-27 13:40:40.579",0.661395177450633,0.0106087786463082,-3.34089401667866,-0.147032745674028,"Catfish",NA
"22","Catfish","C4D","2022-07-27 13:44:23.263",0.671893534475756,0.0107771722929911,6.72253577902991,0.295858799635107,"Catfish",NA
"23","Catfish","C5B","2022-07-27 13:48:58.991",-7.90559429676499,-0.12680573252011,-4.55650717210839,-0.20053188064449,"Catfish",NA
"24","Catfish","C5E","2022-07-27 13:55:41.567",-109.769649541762,-1.76070517864987,-11.0817757448396,-0.487708950530389,"Catfish",NA
"25","Catfish","C1B","2022-07-27 15:23:45.853",0.164071242431496,0.0026317027286012,-18.5467170478458,-0.816241017275695,"Catfish",NA
"26","Catfish","C1E","2022-07-27 15:29:30.335",0.831896166386062,0.0133436145088324,-11.7753120799631,-0.518231484639174,"Catfish",NA
"27","Catfish","C2A","2022-07-27 15:33:03.842",0.76270936058222,0.0122338581437388,-30.1670491996563,-1.32765183527687,"Catfish",NA
"28","Catfish","C2C","2022-07-27 15:41:34.976",0.483934615246423,0.00776231122855262,-20.9959314023121,-0.924030941015755,"Catfish",NA
"29","Catfish","C2D","2022-07-27 15:46:19.353",0.747395500786277,0.0119882238326119,-12.5484700227887,-0.552258165702932,"Catfish",NA
"30","Catfish","C3B","2022-07-27 15:50:15.044",0.601166042281821,0.0096427033182004,-7.34344183172978,-0.323184875014428,"Catfish",NA
"31","Catfish","C3E","2022-07-27 15:53:52.848",0.231662987149089,0.00371587431387138,-23.5344879187904,-1.03575281330596,"Catfish",NA
"32","Catfish","C4A","2022-07-27 15:58:10.544",-11.1421213296725,-0.178719626127947,-11.8111305990413,-0.519807857663807,"Catfish",NA
"33","Catfish","C4C","2022-07-27 16:04:29.315",0.32051716082463,0.00514109525962706,-8.82258975030247,-0.388282174910812,"Catfish",NA
"34","Catfish","C4D","2022-07-27 16:08:57.046",0.471980132705493,0.00757056132859611,-4.46077583655999,-0.196318744567005,"Catfish",NA
"35","Catfish","C5B","2022-07-27 16:13:56.742",-1.69166060027174,-0.0271342360283587,-14.952991484803,-0.658081155246181,"Catfish",NA
"36","Catfish","C5E","2022-07-27 16:19:22.457",0.557442423778637,0.00894137647740934,5.7642066632201,0.253682735248317,"Catfish",NA
"37","Catfish","C1B","2022-07-27 18:25:56.138",1.05496101498381,0.0169215746803403,-11.0028149644917,-0.484233886587281,"Catfish",NA
"38","Catfish","C1E","2022-07-27 18:28:56.632",0.510310819068665,0.00818538553786139,1.2144015552192,0.053445812445197,"Catfish",NA
"39","Catfish","C2A","2022-07-27 18:32:41.125",0.33306804773231,0.00534241148562626,-12.3258797026934,-0.542461965715537,"Catfish",NA
"40","Catfish","C2C","2022-07-27 18:37:35.350",0.938923200523578,0.0150603281363982,-19.6972739372842,-0.866877025979878,"Catfish",NA
"41","Catfish","C2D","2022-07-27 18:41:42.032",21.8971654722922,0.351230534175567,-23.9875686368876,-1.05569289570942,"Catfish",NA
"42","Catfish","C3B","2022-07-27 18:47:38.440",1.25128265657901,0.0200705738115273,-21.2864905697335,-0.93681844997397,"Catfish",NA
"43","Catfish","C3E","2022-07-27 18:50:44.133",0.406849666811295,0.00652586865565318,-8.48738075435404,-0.373529626999121,"Catfish",NA
"44","Catfish","C4A","2022-07-27 18:55:10.832",0.263241784518806,0.00422239822368165,-55.0103832474427,-2.42100696671995,"Catfish",NA
"45","Catfish","C4C","2022-07-27 18:59:15.628",1.08067734774191,0.0173340646577803,-32.1594197693875,-1.41533606405074,"Catfish",NA
"46","Catfish","C4D","2022-07-27 19:02:54.444",1.74591706386198,0.0280045097043462,-6.65988065806439,-0.293101347761414,"Catfish",NA
"47","Catfish","C5B","2022-07-27 19:09:47.124",1.44217387810708,0.0231324690048375,-9.92260519419012,-0.436693854596307,"Catfish",NA
"48","Catfish","C5E","2022-07-27 19:13:46.736",-10.3432842887371,-0.165906279991342,4.05243325158183,0.178347587402116,"Catfish",NA
"49","Catfish","C1B","2022-07-27 21:25:48.343",0.317196188577452,0.00508782686478233,-15.8222493255221,-0.696337192816228,"Catfish",NA
"50","Catfish","C1E","2022-07-27 21:31:05.529",0.805962548126246,0.012927639271945,-8.30962645417739,-0.365706660248347,"Catfish",NA
"51","Catfish","C2A","2022-07-27 21:39:23.737",6.59844242678807,0.105839016525681,-6.05983977387024,-0.266693548448029,"Catfish",NA
"52","Catfish","C2C","2022-07-27 21:45:02.236",0.34019422893006,0.00545671543203817,-1.0557892707027,-0.046465285803626,"Catfish",NA
"53","Catfish","C2D","2022-07-27 21:48:57.855",0.456536155323813,0.00732283993139397,-8.55925849072642,-0.37669296617687,"Catfish",NA
"54","Catfish","C3B","2022-07-27 21:53:39.644",127.816913228143,2.05018328817942,-4.07862989700718,-0.179500501767286,"Catfish",NA
"55","Catfish","C3E","2022-07-27 22:00:10.957",0.359712173486369,0.00576978326272135,-0.606816816806443,-0.0267060081076515,"Catfish",NA
"56","Catfish","C4A","2022-07-27 22:04:28.847",0.209773491175618,0.00336476679845692,1.08158825353578,0.0476006990381097,"Catfish",NA
"57","Catfish","C4C","2022-07-27 22:09:44.746",0.801931550868645,0.0128629820759331,-0.657556400400256,-0.0289390571816153,"Catfish",NA
"58","Catfish","C4D","2022-07-27 22:13:59.440",0.403917599053341,0.00647883828881558,-9.18928336305311,-0.404420360807967,"Catfish",NA
"59","Catfish","C5B","2022-07-27 22:19:24.233",0.26306903297749,0.00421962728895894,13.7016827521412,0.603011057921736,"Catfish",NA
